0,0.289918
0.083333,0.289918
0.166667,0.289918
0.25,0.289918
0.333333,0.289918
0.416667,0.289918
0.5,0.289918
0.583333,0.289918
0.666667,0.289918
0.75,0.289918
0.833333,0.289918
0.916667,0.289918
1,0.089918
1.083333,0.089918
1.166667,0.089918
1.25,0.089918
1.333333,0.089918
1.416667,0.089918
1.5,0.089918
1.583333,0.089918
1.666667,0.089918
1.75,0.089918
1.833333,0.089918
1.916667,0.089918
2,0.089918
2.083333,0.089918
2.166667,0.089918
2.25,0.089918
2.333333,0.089918
2.416667,0.089918
2.5,0.089918
2.583333,0.089918
2.666667,0.089918
2.75,0.089918
2.833333,0.089918
2.916667,0.089918
3,0.089918
3.083333,0.089918
3.166667,0.089918
3.25,0.089918
3.333333,0.089918
3.416667,0.089918
3.5,0.089918
3.583333,0.089918
3.666667,0.089918
3.75,0.089918
3.833333,0.089918
3.916667,0.089918
4,0.089918
4.083333,0.089918
4.166667,0.089918
4.25,0.089918
4.333333,0.089918
4.416667,0.089918
4.5,0.089918
4.583333,0.089918
4.666667,0.089918
4.75,0.089918
4.833333,0.089918
4.916667,0.089918
5,0.089918
5.083333,0.089918
5.166667,0.089918
5.25,0.089918
5.333333,0.089918
5.416667,0.089918
5.5,0.089918
5.583333,0.089918
5.666667,0.089918
5.75,0.089918
5.833333,0.089918
5.916667,0.089918
6,0.089918
6.083333,0.089918
6.166667,0.089918
6.25,0.089918
6.333333,0.089918
6.416667,0.089918
6.5,0.089918
6.583333,0.089918
6.666667,0.089918
6.75,0.089918
6.833333,0.089918
6.916667,0.089918
7,0.089918
7.083333,0.089918
7.166667,0.089918
7.25,0.089918
7.333333,0.089918
7.416667,0.089918
7.5,0.089918
7.583333,0.089918
7.666667,0.089918
7.75,0.089918
7.833333,0.089918
7.916667,0.089918
8,0.089918
8.083333,0.089918
8.166667,0.089918
8.25,0.089918
8.333333,0.089918
8.416667,0.089918
8.5,0.089918
8.583333,0.089918
8.666667,0.089918
8.75,0.089918
8.833333,0.089918
8.916667,0.089918
9,0.089918
9.083333,0.089918
9.166667,0.089918
9.25,0.089918
9.333333,0.089918
9.416667,0.089918
9.5,0.089918
9.583333,0.089918
9.666667,0.089918
9.75,0.089918
9.833333,0.089918
9.916667,0.089918
10,0.089918
10.083333,0.089918
10.166667,0.089918
10.25,0.089918
10.333333,0.089918
10.416667,0.089918
10.5,0.089918
10.583333,0.089918
10.666667,0.089918
10.75,0.089918
10.833333,0.089918
10.916667,0.089918
11,0.089918
11.083333,0.089918
11.166667,0.089918
11.25,0.089918
11.333333,0.089918
11.416667,0.089918
11.5,0.089918
11.583333,0.089918
11.666667,0.089918
11.75,0.089918
11.833333,0.089918
11.916667,0.089918
12,0.089918
12.083333,0.089918
12.166667,0.089918
12.25,0.089918
12.333333,0.089918
12.416667,0.089918
12.5,0.089918
12.583333,0.089918
12.666667,0.089918
12.75,0.089918
12.833333,0.089918
12.916667,0.089918
13,0.089918
13.083333,0.089918
13.166667,0.089918
13.25,0.089918
13.333333,0.089918
13.416667,0.089918
13.5,0.089918
13.583333,0.089918
13.666667,0.089918
13.75,0.089918
13.833333,0.089918
13.916667,0.089918
14,0.089918
14.083333,0.089918
14.166667,0.089918
14.25,0.089918
14.333333,0.089918
14.416667,0.089918
14.5,0.089918
14.583333,0.089918
14.666667,0.089918
14.75,0.089918
14.833333,0.089918
14.916667,0.089918
15,0.089918
15.083333,0.089918
15.166667,0.089918
15.25,0.089918
15.333333,0.089918
15.416667,0.089918
15.5,0.089918
15.583333,0.089918
15.666667,0.089918
15.75,0.089918
15.833333,0.089918
15.916667,0.089918
16,0.089918
16.083333,0.089918
16.166667,0.089918
16.25,0.089918
16.333333,0.089918
16.416667,0.089918
16.5,0.089918
16.583333,0.089918
16.666667,0.089918
16.75,0.089918
16.833333,0.089918
16.916667,0.089918
17,0.089918
17.083333,0.089918
17.166667,0.089918
17.25,0.089918
17.333333,0.089918
17.416667,0.089918
17.5,0.089918
17.583333,0.089918
17.666667,0.089918
17.75,0.089918
17.833333,0.089918
17.916667,0.089918
18,0.089918
18.083333,0.289918
18.166667,0.289918
18.25,0.289918
18.333333,0.289918
18.416667,0.289918
18.5,0.289918
18.583333,0.289918
18.666667,0.289918
18.75,0.289918
18.833333,0.289918
18.916667,0.289918
19,0.289918
19.083333,0.289918
19.166667,0.289918
19.25,0.289918
19.333333,0.289918
19.416667,0.289918
19.5,0.289918
19.583333,0.289918
19.666667,0.289918
19.75,0.289918
19.833333,0.289918
19.916667,0.289918
20,0.289918
20.083333,0.289918
20.166667,0.289918
20.25,0.289918
20.333333,0.289918
20.416667,0.289918
20.5,0.289918
20.583333,0.289918
20.666667,0.289918
20.75,0.289918
20.833333,0.289918
20.916667,0.289918
21,0.289918
21.083333,0.289918
21.166667,0.289918
21.25,0.289918
21.333333,0.289918
21.416667,0.289918
21.5,0.289918
21.583333,0.289918
21.666667,0.289918
21.75,0.289918
21.833333,0.289918
21.916667,0.289918
22,0.289918
22.083333,0.289918
22.166667,0.289918
22.25,0.289918
22.333333,0.289918
22.416667,0.289918
22.5,0.289918
22.583333,0.289918
22.666667,0.289918
22.75,0.289918
22.833333,0.289918
22.916667,0.289918
23,0.289918
23.083333,0.289918
23.166667,0.289918
23.25,0.289918
23.333333,0.289918
23.416667,0.289918
23.5,0.289918
23.583333,0.289918
23.666667,0.289918
23.75,0.289918
23.833333,0.289918
23.916667,0.289918
